mid,name,rating,director
89219,"Creation of the Humanoids,3.38,Wesley Barry
89222,Future Cops (Chao ji xue xiao ba wang) (1993),4.00,Jing Wong
89230,Tooth & Nail (2007),1.83,Mark Young
89244,Face (Visage) (2009),3.11,Ming-liang Tsai
89246,Orderers (Les ordres) (1974),4.50,Michel Brault
89248,"Story of Temple Drake,3.50,Stephen Roberts
89260,Project Nim (2011),3.57,James Marsh
89268,Escape (1940),3.50,
89273,Fatherland (1994),3.44,Christopher Menaul
89275,Simon Says (2009),1.94,William Dear
89277,Chill (2007),1.75,
89281,Birdemic: Shock and Terror (2010),1.76,James Nguyen
89285,Keep Walking (Camminacammina) (1983),4.00,
89287,Whirlygirl (2006),2.00,Jim Wilson
89289,Woyzeck (1994),3.36,Janos Szasz
89300,Win/win (2010),3.23,Jaap van Heusden
89302,Page Eight (2011),3.45,David Hare
89305,"Inbetweeners Movie,3.43,Ben Palmer
89308,"Old Man and the Sea,1.75,Jud Taylor
89313,Time to Die (Tiempo de morir) (1966),4.50,Arturo Ripstein
89315,Dying at Grace (2003),4.17,Allan King
89321,"Future,3.11,Miranda July
89323,Richard III (1912),3.50,Andre Calmettes
89325,Burning Secret (1988),2.67,Andrew Birkin
89327,Love Ranch (2010),3.00,Taylor Hackford
89329,Payment Deferred (1932),3.00,Lothar Mendes
89337,"Interrupters,3.78,Steve James
0,Night Ambush (Ill Met by Moonlight) (1957),?,Michael Powell
89343,Red State (2011),3.14,Kevin Smith
89347,"Dark Side of the Heart,3.88,Eliseo Subiela
89349,"Misérables,3.55,Raymond Bernard
89351,Wooden Crosses (Les croix de bois) (1932),3.90,Raymond Bernard
89354,Short Sharp Shock (Kurz und schmerzlos) (1998) ,2.67,Fatih Akin
89356,Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011),3.64,Sebastian Borensztein
89365,"Stranger's Heart,2.50,Andy Wolk
89367,Restraint (2008),3.33,David Denneen
89369,"Better Life,3.43,Chris Weitz
89371,Raging Phoenix (Deu suay doo) (2009),3.44,Rashane Limtrakul
89373,Ceremony (2011),3.21,Max Winkler
89375,Sympathy for Delicious (2011),2.20,Mark Ruffalo
89377,Wrecked (2010),2.65,Michael Greenspan
89386,Pearl Jam Twenty (2011),3.67,Cameron Crowe
89388,I Don't Know How She Does It (2011),2.57,Douglas McGrath
89393,Two Cents Worth of Hope (Due soldi di speranza) (1952),3.00,Renato Castellani
89398,Commandos Strike at Dawn (1942),2.50,John Farrow
89401,"Pleasure Seekers,2.00,Jean Negulesco
89403,The Little Kidnappers (1953),3.00,Philip Leacock
89406,That Lady in Ermine (1948),2.00,Ernst Lubitsch
89408,April Love (1957),2.93,Henry Levin
89427,Shark Night 3D (2011),1.98,David R. Ellis
89449,Beautiful Lies (De vrais mensonges) (Full Treatment) (2010),2.92,Pierre Salvadori
89470,Contagion (2011),3.49,Steven Soderbergh
89472,We Have a Pope (Habemus Papam) (2011),3.16,Nanni Moretti
89476,Frenchman's Creek (1944),2.50,Mitchell Leisen
89478,Vigilante (1983),2.62,William Lustig
89480,Sleeping Beauty (2011),2.81,Julia Leigh
0,Portrait of Maria (María Candelaria (Xochimilco)) (1944),?,Emilio Fernandez
89485,"Maze,4.00,William Cameron Menzies
89490,Straw Dogs (2011),2.97,Rod Lurie
89492,Moneyball (2011),3.88,Bennett Miller
89501,William S. Burroughs: A Man Within (2010),3.64,Jonathan Leyser
89506,"Appeared,3.25,Paco Cabezas
89516,Felicity (1980),2.50,John D. Lamond
89521,"Winning Team,3.50,Lewis Seiler
89523,"Fat,3.52,Joe Cross
89527,Higher and Higher (1943),2.50,Tim Whelan
89532,"House of the Seven Gables,3.00,Joe May
89535,"Havre,3.57,Aki Kaurismaki
89537,"Unlikely Weapon,3.50,Susan Morgan Cooper
89545,X (2011),2.92,Jon Hewitt
89549,A Via Láctea (2007),2.25,
89551,Magnificent Warriors (Zhong hua zhan shi) (1987),3.33,David Chung
89554,Zindagi Na Milegi Dobara (2011),3.66,Zoya Akhtar
89570,Restless (2011),3.52,Gus Van Sant
89580,Neds (2010),3.44,Peter Mullan
89582,Cold Fish (Tsumetai nettaigyo) (2010),3.41,Sion Sono
89584,Skeletons (2010),3.36,Nick Whitfield
89586,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),3.41,Dan Povenmire
89588,Follow Me Quietly (1949),2.83,Richard Fleischer
89590,Scott Walker: 30 Century Man (2006),3.50,Stephen Kijack
89592,Four Nights of a Dreamer (Quatre nuits d'un rêveur) (1971),3.56,Robert Bresson
89594,"Perfume of the Lady in Black,3.25,Francesco Barilli
89596,"Soul of a Man,2.80,Wim Wenders
89598,God's Comedy (A Comédia de Deus) (1995),3.00,Joao Cesar Monteiro
89607,Nightmare (1964),3.40,Freddie Francis
89610,Taxi zum Klo (1980),3.14,Frank Ripploh
89613,I Am (Jestem) (2005),2.12,Dorota Kedzierzawska
89616,My Little Business (Ma petite entreprise) (1999),3.00,
89618,Sachs' Disease (La maladie de Sachs) (1999),3.50,Michel Deville
89620,"Witches,3.50,Cyril Frankel
89623,"Valley,3.00,Barbet Schroeder
89629,Point Blank (À bout portant) (2010),3.54,Fred Cavaye
89632,Masti (2004),4.10,Indra Kumar
89635,"Story of Me,3.50,Luiz Villaca
89638,Nothing Personal (2009),3.63,Urszula Antoniak
89650,Ironclad (2011),3.06,Jonathan English
89658,Green Fire (1954),2.33,Andrew Marton
89662,Russell Peters: The Green Card Tour - Live from the O2 Arena (2011),3.00,
89664,Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia) (2007),3.75,
89666,Children of the Secret State (2001),3.50,
89668,Pathetic Fallacy (Ajantrik) (1958),4.00,Ritwik Ghatak
89670,No Man of Her Own (1932),3.17,Wesley Ruggles
89674,Zombie Island Massacre (1984),1.90,John N. Carter
89676,Mr. Thank You (Arigatô-san) (1936),3.71,Hiroshi Shimizu
89678,Northanger Abbey (2007),3.98,Jon Jones
89701,Floods of Fear (1959),3.50,
89703,"Loser Takes All,3.38,
89705,Film ist a Girl & a Gun (2009),3.75,
89707,In Vanda's Room (No Quarto da Vanda) (2000),4.00,Pedro Costa
89712,"Preacher,4.00,Gerrard Verhage
89714,Black Butterflies (2011),3.50,Paula Van der Oest
89718,Sweet Karma (2009),3.50,
89720,Bereavement (2010),2.50,Stevan Mena
89722,"Horrible Way to Die,2.50,Adam Wingard
89730,"Children of Glory (Szabadság,3.00,Krisztina Goda
89732,Bulldog Drummond Escapes (1937),3.50,
89745,"Avengers,3.95,Joss Whedon
89747,Taxi! (1932),2.57,
89753,Tinker Tailor Soldier Spy (2011),3.59,Tomas Alfredson
89759,"Separation,3.99,Asghar Farhadi
89761,"Dangerous Method,3.23,David Cronenberg
89763,Man's Castle (1933),3.67,Frank Borzage
89765,"Sleep,3.17,Douglas Sirk
89767,My Name Is Julia Ross (1945),3.40,Joseph H. Lewis
89769,"Romantic Englishwoman,3.33,Joseph Losey
89774,Warrior (2011),3.95,Gavin O'Connor
89778,Littlerock (2010),3.75,Mike Ott
89780,Sherlock Holmes (2010),3.66,Rachel Goldenberg
89794,"Crowd Roars,2.64,
89797,Eva (a.k.a. Eve) (1962),3.12,Juan Jurgens
89800,You're Telling Me! (1934),2.83,Erle C. Kenton
89802,Mother Wore Tights (1947),3.00,Walter Lang
89804,"Ides of March,3.65,George Clooney
0,"Proud and the Beautiful,?,Yves Allegret
89819,Punk in London (1977),3.25,
89829,"Star Witness,3.50,William Wellman
89833,Bad Girl (1931),3.00,Frank Borzage
89837,Kill List (2011),3.23,Ben Wheatley
89840,Killer Elite (2011),3.24,Gary McKendry
89844,"Dukes,2.67,Robert Davi
89846,Bobby Fischer Against the World (2011),3.60,Liz Garbus
89848,Badmaash Company (2010),2.50,Parmeet Sethi
89850,"Nature of Existence,3.00,Roger Nygard
89862,Bellflower (2011),3.02,Evan Glodell
89864,50/50 (2011),3.86,Jonathan Levine
89870,Clapham Junction (2007),3.30,Adrian Shergold
89872,Warrior of the Lost World (1983),1.25,David Worth (II)
89877,Main Street (2010),1.57,John Doyle
89881,Superman and the Mole-Men (1951),2.50,Lee Sholem
89883,Rat Pfink a Boo Boo (1966),3.00,Wolfgang Schmidt
89896,"Turin Horse,3.62,Agnes Hranitzky
89898,Generation P (2011),2.89,Victor Ginzburg
89900,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),3.53,Nuri Bilge Ceylan
89904,"Artist,3.81,Michel Hazanavicius
89908,Someone I Loved (Je l'aimais) (2009),3.50,Zabou Breitman
89910,"Housewarming (Travaux,2.50,Brigitte Rouan
89912,Whity (1971),3.00,Rainer Werner Fassbinder
89924,I Want Candy (2007),3.38,Stephen Surjik
89926,At Any Second (In jeder Sekunde) (2008),3.50,Jan Fehse
89930,Superheroes (2011),3.08,
89932,Me and the Colonel (1958),3.00,Peter Glenville
89936,Corruption (a.k.a. Carnage) (1968),2.50,Robert Hartford-Davis
89939,Gigi (1949),2.84,
89941,Ornamental Hairpin (Kanzashi) (1941),4.00,Hiroshi Shimizu
89945,BlinkyTM (2011),3.35,Ruairi Robinson
89961,Play (2011),3.50,Ruben Ostlund
89963,"Khroustaliov,2.50,Aleksey German
89965,Song of the Exile (Ke tu qiu hen) (1990),3.00,Ann Hui
89967,There Will Be No Leave Today (Segodnya uvolneniya ne budet) (1959),2.50,Aleksandr Gordon
89969,"Legend of Suram Fortress,3.67,Sergei Parajanov
89971,On the Double (1961),3.25,Melville Shavelson
89973,Here Comes Peter Cottontail (1971),2.75,Arthur Rankin Jr.
89977,Don't Change Your Husband (1919),2.00,Cecil B. DeMille
89979,"Masseurs and a Woman,3.67,Hiroshi Shimizu
89983,Robot (2010),3.00,S. Shankar
89985,"Trap: What Happened to Our Dream of Freedom,4.06,
89988,Animal Love (Tierische Liebe) (1996),3.80,Ulrich Seidl
89990,"Novena,3.50,Bernard Emond
89994,Rabbit à la Berlin (Królik po berlinsku) (2009),4.12,Bartek Konopka
89997,Circumstance (2011),3.26,Maryam Keshavarz
89999,The Beast Kills in Cold Blood (1971),3.00,Fernando Di Leo
90005,Ticking Clock (2011),3.33,Ernie Barbarash
90007,Ghost from the Machine (Phasma Ex Machina) (2010),2.50,Matt Osterman
90009,Reykjavik-Rotterdam (2008),3.71,
90011,Wrestling (Bræðrabylta) (2007),2.88,
90015,White of the Eye (1987),3.62,Donald Cammell
90017,The Boss (1973),3.17,Fernando DeLeo
90019,Green Chair (Noksaek uija) (2005),2.00,Cheol-su Park
90021,I'm Gonna Explode (a.k.a. I'm Going to Explode) (Voy a explotar) (2008),3.17,Gerardo Naranjo
0,"Report,?,Abbas Kiarostami
90049,Five Dedicated to Ozu (2003),3.20,
90052,"Lizard in a Woman's Skin,2.60,Lucio Fulci
90055,"Oily Maniac,2.50,Meng Hua Ho
90057,Take Shelter (2011),3.62,Jeff Nichols (VI)
90059,Genealogies of a Crime (Généalogies d'un crime) (1997),2.17,Raoul Ruiz
90061,"Myth of the American Sleepover,2.95,David Robert Mitchell
90064,That Day (Ce jour-là) (2003),3.50,Raoul Ruiz
90066,Road to Nowhere (2010),2.50,Monte Hellman
90068,Zaat (1971),1.50,Don Barton
90071,"Music Never Stopped,3.58,Jim Kohlberg
90084,"Experience,3.50,Abbas Kiarostami
90086,"Suit for Wedding,3.50,
90090,"Game of Death,4.00,Christophe Nick
90104,ABC Africa (2001),2.83,Abbas Kiarostami
90106,Pigskin Parade (1936),2.50,David Butler (I)
90108,Songwriter (1984),2.50,Alan Rudolph
90112,First Love (1939),2.25,Henry Koster
90114,I Dream Too Much (1935),0.50,John Cromwell
0,"One Potato,?,Larry Peerce
90118,"Sheep Has Five Legs,3.00,Henri Verneuil
90127,No habrá paz para los malvados (2011),2.92,
90133,"Presence,2.17,Tom Provost
90154,"Caller,3.21,Matthew Parkhill
90167,Small Town Girl (1953),2.75,Leslie Kardos
90170,Monsieur Vincent (1947),4.50,Maurice Cloche
90172,"Toast of New Orleans,2.50,Norman Taurog
90183,"Captain Thunder (Capitán Trueno y el Santo Grial,3.00,Antonio Hernandez
90196,"Happiest Days of Your Life,4.00,Frank Launder
90199,"I Am Taraneh,3.50,
90201,"Grand Dukes,3.50,Patrice Leconte
90203,Tony Arzenta (No Way Out) (Big Guns) (1973),2.50,Duccio Tessari
90206,"Living Desert,3.50,James Algar
90208,Brothers at War (2009),2.67,Jake Rademacher
90211,Salaam Cinema (1995),2.80,Mohsen Makhmalbaf
90235,"Happiest Girl in the World,3.00,Radu Jude
90237,Examined Life (2008),4.00,Astra Taylor
90239,Wadd: The Life & Times of John C. Holmes (1999),2.75,
90241,Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal) (1971),3.25,Joel Seria
90243,Three Outlaw Samurai (Sanbiki no samurai) (1964),3.57,Hideo Gosha
90245,Antonio Gaudí (1985),3.50,Hiroshi Teshigahara
90247,Slumming (2006),2.75,Michael Glawogger
90249,Real Steel (2011),3.33,Shawn Levy
90252,Devil Times Five (a.k.a. Peopletoys) (1974),2.00,David Sheldon
90254,"Dream Catcher,2.94,
90256,"Pleasure of Being Robbed,2.60,Joshua Safdie
90258,Cuckoo in a Dark Forest (Kukacka v temném lese) (1986) ,2.50,
90260,Hotel Pacific (Zaklete rewiry) (1975),3.50,
90264,Pinocchio (1976),3.20,Ron Field
90266,Buck (2011),3.76,Cindy Meehl
90268,Hell (2011),3.30,Tim Fehlbaum
90270,Exit (2006),2.40,Fernand Melgar
90273,Frozen Hell (Jäämarssi) (2011) ,3.38,
90279,Clara and Me (Clara et moi) (2004),3.00,Arnaud Viard
90281,My Joy (Schastye moe) (2010),3.17,Sergei Loznitsa
90284,"Overbrook Brothers,1.00,John E. Bryant
90286,"I Am My Films - A Portrait of Werner Herzog (Was ich bin,4.50,
90288,Portrait Werner Herzog (1986),4.00,
90292,Sokkotanssi (1999),2.88,Matti Ijas
90303,Pilate and Others (Pilatus und andere - Ein Film für Karfreitag) (1972) ,3.50,Andrzej Wajda
90306,"Smiling Madame Beudet,3.70,Germaine Dulac
90308,Snow (Snijeg) (2008),2.50,Aida Begic
90310,Father of Invention (2010),3.17,Trent Cooper
90312,Quiet Flows the Don (Tikhiy Don) (1957),3.25,Sergei Gerasimov
90314,No Exit (Huis clos) (1954),3.50,Jacqueline Audry
90319,At Sea (2007),3.67,Peter B. Hutton
90321,House by the River (1950),3.69,Fritz Lang
90327,"Bullfighters,2.88,Malcolm St. Clair
90339,"Last Days of Pompeii,2.50,Mario Caserini
90341,Catching Hell (2011),3.71,Alex Gibney
90343,Footloose (2011),2.98,Craig Brewer
90345,"Thing,3.11,Matthijs van Heijningen
90350,Lemmy (2010),3.41,Greg Olliver
90353,Beautiful Boy (2010),3.00,Shawn Ku
90355,"Harvest/La Cosecha,3.50,U. Roberto Romano
90357,Tyrannosaur (2011),3.76,Paddy Considine
90359,Männerherzen... und die ganz ganz große Liebe (2011),3.12,Simon Verhoeven
90364,"O-Bi,3.00,Piotr Szulkin
90371,"Killer Is Loose,2.50,Budd Boetticher
90374,Martha Marcy May Marlene (2011),3.53,T. Sean Durkin
90376,We Need to Talk About Kevin (2011),3.71,Lynne Ramsay
90378,Tabloid (2010),3.47,Errol Morris
90380,"Old Fashioned Way,3.75,William Beaudine
90382,"River Murders,2.67,Matthew Leutwyler
90384,Behind Enemy Lines II: Axis of Evil (2006),2.00,James Dodson
90397,"Return of Django (Son of Django) (Figlio di Django,1.25,Osvaldo Civirani
90403,"Three Musketeers,2.98,Paul W.S. Anderson
90405,In Time (2011),3.45,Andrew Niccol
90413,Oranges and Sunshine (2010),3.35,Jim Loach
90419,"Pain in the Ass,3.50,Laurent Paolini
90421,Brighton Rock (2010),2.86,Rowan Joffe
90424,"League of Gentlemen,3.11,Basil Dearden
90426,Burning Palms (2010),2.70,Christopher B. Landon
90428,Margaret (2011),3.58,Kenneth Lonergan
90430,Carnage (2011),3.61,Roman Polanski
90432,Lentsu (1990),3.38,
90434,Assassination Games (2011),3.10,Ernie Barbarash
90439,Margin Call (2011),3.66,J.C. Chandor
90453,Mystics in Bali (Leák)(1981),2.00,H. Tjut Djalil
90458,God's Little Acre (1958),3.00,Anthony Mann
90460,2019: After the Fall of New York (1983),2.75,Sergio Martino
90462,Alaska: Silence & Solitude (2005),4.00,
90466,Out California Way (1946),2.50,Lesley Selander
90469,Paranormal Activity 3 (2011),2.90,Tod Williams
90471,Puncture (2011),3.44,Mark Kassen
90474,Polisse (2011),3.62,Maiwenn Le Besco
90476,"Little Bit of Heaven,3.17,Nicole Kassell
90478,Year of the Carnivore (2010),3.00,Sook-Yin Lee
90488,"Perfect Couple,3.00,Robert Altman
0,War of the Robots (La guerra dei robot) (1978),?,Alfonso Brescia
90495,Prisoners of the Lost Universe (1983),1.50,Terry Marcel
90497,Bertsolari (2011),3.50,
90514,Blondie Knows Best (1946),3.00,Abby Berlin
90522,Johnny English Reborn (2011),2.99,Oliver Parker
90524,Abduction (2011),2.92,John Singleton
90526,Beginning of the Great Revival (a.k.a. The Founding of a Party) (2011),1.25,Jianxin Huang
90528,This Must Be the Place (2011),3.53,Paolo Sorrentino
90531,Shame (2011),3.58,Steve McQueen (III)
90533,"Marseillaise,2.83,Jean Renoir
90535,Werewolf Woman (La lupa mannara) (1976),2.50,Rino Di Silvestro
90537,"Love Affair,3.25,Dusan Makavejev
90543,11 x 14 (1977),3.00,
90545,"True Story of Jesse James,2.83,Nicholas Ray
90547,One to Another (Chacun sa nuit) (2006),3.00,
90549,American Son (2008),3.17,Neil Abramson
90552,Blame (6 Films to Keep You Awake) (Películas para no dormir: La culpa) (2006),2.50,Narciso Ibanez Serrador
90554,"Book of Stars,3.00,Michael Miner
90556,Directed by John Ford (1971),3.69,Peter Bogdanovich
90559,TV Junkie (2006),3.50,Michael Cain
90561,"Happy,3.09,Anne Sewitsky
90564,"Screaming Man,2.75,Mahamet Saleh Haroun
90566,"Cab for Three,3.50,
90568,Unholy (2007),2.00,Daryl Goldberg
90570,Ballad of the Little Soldier (Ballade vom kleinen Soldaten) (1984),2.75,Werner Herzog
90572,May 18 (Hwaryeohan hyuga) (2007),1.00,Kim Ji-Hun
90574,Nora's Will (Cinco días sin Nora) (2008),3.78,Mariana Chenillo
90576,What's Your Number? (2011),3.20,Mark Mylod
90578,Dream House (2011),2.82,Jim Sheridan
90592,How to Die in Oregon (2011),3.84,Peter Richardson
90594,"Suddenly,3.50,Gustav Hofer
90596,Queen of Blood (1966),2.75,Curtis Harrington
90598,Radioactive Dreams (1985),3.00,Albert Pyun
90600,Headhunters (Hodejegerne) (2011),3.86,Morten Tyldum
90603,Batman: Year One (2011),3.70,
90605,America Before Columbus (2009),2.25,
90609,Camouflage (Barwy ochronne) (1977),3.75,Krzysztof Zanussi
90617,Pajeczarki (1993),1.00,
90620,Mulan (2009),3.54,Jingle Ma
90622,Campus Radio (2011),2.00,Aaron James Sorensen
90624,Machine Gun Preacher (2011),3.34,Sebastian Roche
90630,Miss Representation (2011),3.66,Jennifer Siebel Newsom
90632,Answer This! (2010),2.80,Christopher Farah
90634,"Doll,4.00,
90645,Anonymous (2011),3.38,Roland Emmerich
90647,Puss in Boots (2011),3.40,Chris Miller
90649,Mr. Nice (2010),3.29,Bernard Rose
90651,Hella W (2011),3.20,Juha Wuolijoki
90653,"Carpenter,1.75,David Wellington
90662,"Veteran,3.59,Matthew Hope
90664,"Gold of Naples,3.00,Vittorio De Sica
90666,Crashing (2007),2.75,Gary Walkow
90668,"Loving Father,2.50,Jacob Berger
90671,End of the Game (Der Richter und sein Henker) (1975),3.00,Maximilian Schell
90673,Gone to Earth (1950),2.75,Michael Powell
90683,Black Cadillac (2003),2.75,John Murlowski
90690,Colorado Avenue (2007),3.50,Claes Olsson
90693,"Sunday Day in Hell,4.17,Jorgen Leth
90697,Doc (1971),2.00,Immy Humes
90700,Al Franken: God Spoke (2006),1.75,Nick Doob
90702,Bone (1972),2.25,Larry Cohen
90704,Hamlet (1969),2.00,Tony Richardson
90706,"China 9,2.88,Monte Hellman
90717,Tower Heist (2011),3.09,Brett Ratner
90719,J. Edgar (2011),3.16,Clint Eastwood
90730,Sometimes They Come Back (1991),2.75,Tom McLoughlin
90738,"Double,3.42,Michael Brandt
90741,Cherry Crush (2007),1.33,Nicholas DiBella
90744,WUSA (1970),2.50,Stuart Rosenberg
90746,"Adventures of Tintin,3.58,Steven Spielberg
90748,Operation Mad Ball (1957),3.20,Richard Quine
90751,"Son of No One,2.56,Dito Montiel
90753,Undertow (Contracorriente) (2009),3.62,Javier Fuentes-len
90769,Starsuckers (2009),3.90,Chris Atkins
90775,Flicker (2009),2.75,Aaron Hendren
90777,White on Rice (2009),3.00,Dave Boyle
90795,"Exercice de l'État,3.50,Pierre Schoeller
90806,"Heroic Ones,3.00,Cheh Chang
90809,Tomboy (2011),3.74,Celine Sciamma
90811,Glasses (Megane) (2007),2.75,Naoko Ogigami
90813,See How They Fall (Regarde les hommes tomber) (1994),3.25,Jacques Audiard
90815,Actresses (Actrices) (2007),2.50,Valeria Bruni Tedeschi
90817,Cobra Woman (1944),2.50,Robert Siodmak
90819,"Last Days of Pompeii,2.75,Ernest B. Schoedsack
90821,Capricious Summer (Rozmarné léto) (1968),3.75,
90823,Bandwagon (1996),2.00,
90825,Flower & Garnet (2002),2.50,Keith Behrman
90827,Loft (Rofuto) (2005),3.00,Kiyoshi Kurosawa
90843,Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya) (2007),2.62,Konstantin Bronzit
90845,"Fall of the House of Usher,3.33,
90849,Woman Obsessed (1959),1.50,
90853,"Heirloom,3.75,
90863,George Harrison: Living in the Material World (2011),3.73,
90866,Hugo (2011),3.67,Martin Scorsese
90868,Higher Ground (2011),3.32,Vera Farmiga
90870,Trespass (2011),2.60,Joel Schumacher
90873,Savage Streets (1984),2.60,Danny Steinmann
90876,"Dark House,3.29,Wojciech Smarzowski
90878,Street Scene (1931),3.62,King Vidor
90883,"Last Real Men,4.00,
90886,Election Day (2007),3.50,Katy Chevigny
90888,Immortals (2011),2.93,Tarsem Singh
90890,Jack and Jill (2011),1.89,Dennis Dugan
90895,Take Out (2004),4.50,Sean Baker (II)
90897,Chesty: A Tribute to a Legend (1976),4.00,
90899,"People vs. George Lucas,3.47,Alexandre O. Philippe
90903,Mahjong (Ma jiang) (1996),3.50,Edward Yang
90907,Eerie Tales (Unheimliche Geschichten) (1919),2.50,Richard Oswald
90910,Progression (2009),3.00,Bret Lowell
90912,Rage (2009),2.00,Sally Potter
90914,"Devil's Double,3.47,Lee Tamahori
90916,Setup (Set Up) (2011),2.20,
90929,House of Tolerance (2011),3.38,Bertrand Bonello
90931,Beats Being Dead (Dreileben - Etwas Besseres als den Tod) (2011),3.30,
90933,"Deep Blue Sea,2.98,Terence Davies
90935,Killer (Tueur à gages) (1998),4.00,Darezhan Omirbayev
90937,My Mother and Her Guest (Sarangbang sonnimgwa eomeoni) (1961),4.00,
90939,11-11-11 (11-11-11: The Prophecy) (2011),2.83,
90943,Into the Abyss (2011),3.64,Werner Herzog
90945,"Sign of Four,3.62,
90947,"Oslo,3.80,Joachim Trier
90949,Paper Soldier (Bumazhnyy soldat) (2008),3.33,Aleksei German Ml.
90951,"Nada Gang,3.38,Claude Chabrol
90953,Whatever Lola Wants (2007),3.25,Nabil Ayouch
90958,Daffy Duck's Movie: Fantastic Island (1983),2.97,Chuck Jones
90960,Westward Ho (1935),2.75,Bradley Metcalfe
90963,"Last Mountain,2.90,Bill Haney
